bowler,runs_conceded,balls_bowled,wickets_taken,economy,team
GP Swann,508,478,29.0,6.376569037656903,England
GP Tom,115,116,5.0,5.948275862068966,Papua New Guinea
GR Russ,52,20,0.0,15.6,Philippines
GRD Munasinghe,100,75,4.0,8.0,Italy
GS Sequeira,19,26,2.0,4.384615384615384,Portugal
GSNFG Jayasuriya,76,60,0.0,7.6,Sri Lanka
GT Main,132,100,8.0,7.92,Scotland
GT Taylor,208,133,11.0,9.38345864661654,Bahamas
Gagandeep Singh,212,142,3.0,8.95774647887324,Bulgaria
Garret Banner,208,181,9.0,6.895027624309392,Belize
Gaurav Mishra,84,76,4.0,6.631578947368421,Romania
Gaurav Tiwari,241,212,7.0,6.820754716981132,Indonesia
Gayan Munaweera,398,280,18.0,8.528571428571428,Qatar
Geovanis Uwase,9,29,1.0,1.862068965517241,Rwanda
Ghayour Ahmad,14,19,0.0,4.421052631578947,Saudi Arabia
Ghulam Abbas Butt,56,44,0.0,7.636363636363637,Finland
Ghulam Ahmadi,685,674,38.0,6.097922848664689,Germany
Ghulam Fatima,67,55,1.0,7.309090909090909,Pakistan
Gong Yuting,49,72,2.0,4.083333333333334,China
Guido Angeletti,97,102,7.0,5.705882352941176,Argentina
Gulsan Jha,316,257,13.0,7.377431906614786,Nepal
Gurdeep Singh,16,24,2.0,4.0,Kenya
Gurpratap Singh,73,71,7.0,6.169014084507042,Cyprus
H Agarwal,238,246,10.0,5.804878048780488,Qatar
H Beresford-Peirse,62,44,1.0,8.454545454545455,Croatia
H Bharadwaj,127,161,15.0,4.732919254658386,Singapore
H Carlyon,172,159,10.0,6.490566037735849,Jersey
H Celik,69,77,8.0,5.376623376623376,Turkey
H Chamto,96,122,6.0,4.721311475409836,Sweden
H Dandapani,49,34,2.0,8.647058823529411,Finland
H Dassanayake,3,7,0.0,2.571428571428571,Finland
H Deol,44,31,3.0,8.516129032258064,India
H Deshan,82,78,6.0,6.307692307692308,Switzerland
H Dhavina,329,328,11.0,6.018292682926829,Singapore
H Doriga,33,21,0.0,9.428571428571429,Papua New Guinea
H Elder,18,23,0.0,4.695652173913044,Switzerland
H Eulenkamp,70,58,3.0,7.241379310344827,Other
H Fennell,329,321,22.0,6.149532710280374,Argentina
H Gori,22,13,1.0,10.153846153846152,Czech Republic
H Graham,17,13,1.0,7.846153846153847,Australia
H Hiri,7,12,0.0,3.5,Papua New Guinea
H Hotchandani,273,297,14.0,5.515151515151516,United Arab Emirates
H Ishimwe,567,732,49.0,4.647540983606557,Rwanda
H Karunaratne,15,6,0.0,15.0,Sri Lanka
H Kaur,235,210,17.0,6.714285714285714,India
H Kaushik,15,12,1.0,7.5,United Arab Emirates
H Khogiyani,184,136,4.0,8.117647058823529,Austria
H Khuttan,52,34,1.0,9.176470588235292,Portugal
H Klazinge,63,63,6.0,6.0,Namibia
H Lakov,482,356,16.0,8.123595505617978,Bulgaria
H Leko,17,27,1.0,3.7777777777777777,Croatia
H Lin Aung,248,203,14.0,7.330049261083744,Myanmar
H Lin Oo,112,67,5.0,10.029850746268655,Myanmar
H Little,15,20,0.0,4.5,Ireland
H Masakadza,47,32,2.0,8.8125,Zimbabwe
H Mumford,76,88,2.0,5.181818181818182,Gibraltar
H Nguyen,21,14,0.0,9.0,Finland
H Osinde,73,58,3.0,7.551724137931034,Canada
H Patel,23,24,2.0,5.75,Canada
H Rashid,112,81,3.0,8.296296296296296,Eswatini
H Rathod,255,235,16.0,6.51063829787234,Qatar
H Satheedevi,128,77,4.0,9.974025974025974,Croatia
H Sawaneh,35,25,0.0,8.399999999999999,Sierra Leone
H Shreya,16,17,0.0,5.647058823529411,Sweden
H Ssenyondo,656,765,62.0,5.145098039215686,Uganda
H Thaker,279,272,16.0,6.154411764705882,Canada
H Venkataram,155,132,7.0,7.045454545454546,Singapore
H Virdee,26,12,1.0,13.0,Luxembourg
HA Chohan,259,262,18.0,5.931297709923665,Tanzania
HA Daluwatta,25,18,1.0,8.333333333333332,Italy
HA Varaiya,94,106,4.0,5.320754716981132,Kenya
HAG Madhushanka,36,18,0.0,12.0,Seychelles
HAM Samuddika,97,85,3.0,6.847058823529411,Sri Lanka
HAM Shah,125,135,13.0,5.555555555555555,Denmark
HASD Siriwardene,448,397,21.0,6.770780856423174,Sri Lanka
HB Dickson,88,95,5.0,5.557894736842105,Cook Islands
HB Shipley,144,83,2.0,10.409638554216867,New Zealand
HC Knight,256,237,9.0,6.481012658227847,England
HDJ Siegers,235,236,13.0,5.974576271186441,Netherlands
HER Tyler,357,235,11.0,9.114893617021275,Philippines
HF Gurney,26,24,3.0,6.5,England
HH Aung,71,90,5.0,4.733333333333333,Myanmar
HH Pandya,1111,846,49.0,7.879432624113475,India
HHC Gunaratne,62,86,5.0,4.325581395348837,Sri Lanka
HJ Darlington,31,18,0.0,10.333333333333334,Australia
HJ Manenti,232,208,20.0,6.6923076923076925,Italy
HJ Thomas,232,268,14.0,5.1940298507462686,Papua New Guinea
HK Bennett,202,118,7.0,10.271186440677967,New Zealand
HK Kukreja,51,25,1.0,12.24,Singapore
HK Matthews,1288,1182,82.0,6.538071065989849,West Indies
HL Colvin,244,260,13.0,5.63076923076923,England
HL Ferling,38,49,2.0,4.653061224489796,Australia
HL Harji,178,137,6.0,7.795620437956204,Seychelles
HL Tau,96,93,4.0,6.193548387096774,Papua New Guinea
HM Rowe,323,237,12.0,8.177215189873419,New Zealand
HMCM Bandara,45,37,1.0,7.297297297297297,Sri Lanka
HMD Rasangika,287,231,10.0,7.454545454545455,Bahrain
HMHE Parsons,33,13,1.0,15.23076923076923,South Korea
HMRKB Herath,129,115,3.0,6.730434782608695,Sri Lanka
HN Ya France,108,98,4.0,6.612244897959183,Namibia
HNK Jensen,424,359,27.0,7.086350974930362,New Zealand
HR Huddleston,51,56,3.0,5.464285714285714,New Zealand
HR Walsh,532,424,23.0,7.528301886792454,United States of America
HRA Rainey,285,329,17.0,5.197568389057751,Scotland
HS Baidwan,84,62,6.0,8.129032258064516,Canada
HS Bedi,19,12,0.0,9.5,Serbia
HT Tector,118,99,4.0,7.151515151515151,Ireland
HV Mandhyan,318,273,16.0,6.989010989010989,Hungary
HV Patel,343,226,13.0,9.106194690265486,India
HWA Landheer,308,309,15.0,5.980582524271845,Netherlands
Habib Khan,393,354,23.0,6.6610169491525415,Estonia
Habiba Islam,20,13,0.0,9.230769230769232,Bangladesh
Hadia Siddiqui,33,27,1.0,7.333333333333334,Austria
Haider Ali,299,315,21.0,5.695238095238095,Pakistan
Haider Butt,65,45,4.0,8.666666666666666,Bahrain
Hala Azmat,38,32,0.0,7.125,Canada
Haliam Kwon,46,40,0.0,6.9,South Korea
Hamid Mahmood,181,200,9.0,5.43,Sweden
Hamid Safi,58,32,3.0,10.875,Austria
Hamza Dar,66,51,3.0,7.764705882352942,Spain
Hamza Khan,15,6,0.0,15.0,Rwanda
Hamza Tahir,276,187,11.0,8.855614973262032,Scotland
Han Lili,95,149,11.0,3.825503355704698,China
Harbhajan Singh,190,215,13.0,5.302325581395349,India
Hardeep Singh,55,36,1.0,9.166666666666666,Cyprus
Haris Karim,39,19,1.0,12.315789473684212,Slovenia
Haris Rauf,1312,1027,76.0,7.665043816942551,Pakistan
Harmeet Singh,390,364,18.0,6.428571428571429,United States of America
Haroon Arshad,427,304,17.0,8.427631578947368,Hong Kong
Harry Johnson,173,148,7.0,7.013513513513513,Guernsey
Harshit Rana,35,24,2.0,8.75,India
Hasan Ali,703,488,33.0,8.64344262295082,Pakistan
Hasan Mahmud,335,248,14.0,8.10483870967742,Bangladesh
Haseeb Amjad,263,222,22.0,7.108108108108107,Hong Kong
Hassan Khan Mohammad,43,23,0.0,11.217391304347826,Hong Kong
Hassan Mehmood,14,21,2.0,4.0,Sweden
Hassan Nasir,11,13,0.0,5.076923076923077,Mexico
Hassnain Shah,79,57,4.0,8.31578947368421,Oman
Hawwa Ifasha,16,8,0.0,12.0,Maldives
Hawwa Shaaiqa,15,12,0.0,7.5,Maldives
Hayatullah Niazi,54,45,2.0,7.199999999999999,Norway
Hazrat Luqman,64,38,1.0,10.105263157894736,Bangladesh
Heal Theara,87,96,4.0,5.4375,Cambodia
Hein Zin Aung,13,6,0.0,13.0,Myanmar
Hiba Shamshad,24,37,1.0,3.891891891891892,Canada
Hilva Noor,2,6,0.0,2.0,Indonesia
Hina Hussain,21,28,3.0,4.5,Norway
Hisham Sheikh,366,328,9.0,6.695121951219512,Saudi Arabia
Hor Siv na,19,30,0.0,3.8,Cambodia
Humaira Tasneem,43,31,3.0,8.322580645161292,United Arab Emirates
Hung Ying Ho,6,14,0.0,2.571428571428571,Hong Kong
Hussain Talat,42,34,3.0,7.411764705882353,Pakistan
Huzaif Yousuf,71,48,3.0,8.875,Bulgaria
Huzaifa Mohammed,361,304,16.0,7.125,Philippines
Hwanhee Lee,6,6,2.0,6.0,South Korea
Hyejin Park,34,44,2.0,4.636363636363637,South Korea
I Alumo,160,199,10.0,4.824120603015076,Uganda
I Asif,62,52,3.0,7.153846153846153,Austria
I Bardis,12,8,1.0,9.0,Greece
I Barma,386,492,34.0,4.7073170731707314,Nepal
I Bist,204,205,9.0,5.970731707317073,Nepal
I Chathurani,31,90,9.0,2.0666666666666664,Cyprus
I Chuma,81,76,3.0,6.394736842105264,Mozambique
I Danladi,236,236,15.0,6.0,Nigeria
I Edwards,130,104,2.0,7.5,Germany
I Elec,97,87,6.0,6.689655172413794,Turkey
I Goordial-John,130,160,7.0,4.875,Canada
I Kaia,9,12,0.0,4.5,Zimbabwe
I Kamara,32,37,6.0,5.1891891891891895,Sierra Leone
I Katzarski,7,7,0.0,6.0,Bulgaria
I Mugisha,95,92,5.0,6.195652173913043,Rwanda
I Muhawenimana,236,278,11.0,5.093525179856115,Rwanda
I Muntean,54,64,2.0,5.0625,Romania
I Mutoni,116,133,8.0,5.233082706766917,Uganda
I Nakisuuyi,457,573,30.0,4.785340314136126,Uganda
I Nandakumar,381,440,16.0,5.195454545454545,United Arab Emirates
I Ntirenganya,578,557,33.0,6.2262118491921,Rwanda
I Quee,19,33,4.0,3.454545454545455,Sierra Leone
I Ranaweera,647,585,36.0,6.635897435897436,Sri Lanka
I Rodriguez,29,33,2.0,5.2727272727272725,Other
I Sharma,226,149,3.0,9.100671140939598,India
I Shukla,98,105,7.0,5.6,Singapore
I Stewart,68,49,4.0,8.326530612244898,Switzerland
I Suhun,62,54,2.0,6.888888888888889,Bahrain
I Takahashi,173,161,4.0,6.447204968944099,Japan
I Tchakou,47,43,5.0,6.55813953488372,Cameroon
I Toua,250,277,12.0,5.415162454873646,Papua New Guinea
I Uboh,30,18,1.0,10.0,Nigeria
I Udana,452,293,13.0,9.255972696245736,Sri Lanka
I Waqavakatoga,141,175,12.0,4.8342857142857145,Fiji
I Wardlaw,43,25,3.0,10.32,Scotland
I van Zyl,412,506,19.0,4.8853754940711465,Namibia
I van der Woning,144,136,4.0,6.352941176470589,Netherlands
IC Simao,200,162,5.0,7.4074074074074066,Brazil
IDM Latin,104,74,6.0,8.432432432432433,Gibraltar
IE O'Brien,119,78,6.0,9.153846153846152,New Zealand
IECM Wong,193,203,9.0,5.704433497536946,England
IG Butler,236,174,16.0,8.137931034482758,New Zealand
IG Holland,74,100,7.0,4.44,United States of America
IGTP Wiguna,50,37,1.0,8.108108108108109,Indonesia
IJR Zwilling,746,908,55.0,4.929515418502202,Netherlands
IK Cheema,23,28,0.0,4.928571428571429,Portugal
IK Gamantika,502,540,32.0,5.5777777777777775,Indonesia
IK Pathan,242,174,8.0,8.344827586206897,India
IKEG Artawan,695,667,35.0,6.251874062968516,Indonesia
IKO Aboagye,47,48,5.0,5.875,Ghana
IM Vaghela,168,205,10.0,4.917073170731707,United States of America
IMHC Joyce,439,436,14.0,6.041284403669724,Ireland
IO Okpe,731,605,42.0,7.249586776859504,Nigeria
IP Swaney,27,12,0.0,13.5,Singapore
IS Mananelage,8,8,0.0,6.0,United Arab Emirates
IS Sodhi,1357,1069,60.0,7.616463985032741,New Zealand
IT Guha,53,49,2.0,6.489795918367348,England
IW Budiarta,37,31,1.0,7.161290322580646,Indonesia
IY Mckeon,15,7,0.0,12.857142857142858,France
Ibrahim Hassan,490,390,18.0,7.538461538461538,Maldives
Ibrahim Jabarkhel,59,54,4.0,6.555555555555555,France
Ibrahim Kursad Dalyan,47,38,0.0,7.421052631578948,Turkey
Ibrahim Nashath,98,97,5.0,6.061855670103093,Maldives
Ibrahim Rahimi,14,15,1.0,5.6,Norway
Ibrahim Rizan,403,372,19.0,6.5,Maldives
Ibrar Ahmad,16,15,1.0,6.4,Hungary
Iftekar Jaman,15,7,0.0,12.857142857142858,Cyprus
Iftikhar Ahmed,172,147,5.0,7.020408163265306,Pakistan
Iftikhar Kankhel,33,25,3.0,7.92,Belgium
Ijaz Hussain,182,174,14.0,6.275862068965517,Romania
Ikbal Hossain,16,27,3.0,3.555555555555556,France
Ikramullah Khan,672,486,32.0,8.296296296296296,Qatar
Ilenia Sims,192,199,19.0,5.788944723618091,Italy
Ilyas Ahmed,200,188,14.0,6.382978723404255,Kuwait
Ilyas Ataullah,172,127,5.0,8.125984251968504,Turkey
Imad Wasim,736,734,39.0,6.016348773841962,Pakistan
Imran Ahmed Kaneez,53,68,3.0,4.676470588235294,Costa Rica
Imran Ameer,296,242,12.0,7.338842975206611,Malta
Imran Anwar,949,847,52.0,6.722550177095632,Bahrain
Imran Arif,67,52,3.0,7.730769230769232,Saudi Arabia
Imran Butt,72,49,3.0,8.816326530612246,Bahrain
Imran Haider,108,63,2.0,10.285714285714285,United Arab Emirates
Imran Khan,554,485,23.0,6.85360824742268,Portugal
Imran Khan (1),42,25,0.0,10.08,Pakistan
Imran Tahir,378,329,22.0,6.893617021276596,South Africa
Imran Yousaf,85,64,4.0,7.96875,Saudi Arabia
Imtiaz Khan,67,44,4.0,9.136363636363637,Saudi Arabia
Inam-ul-Haq,82,60,2.0,8.2,Qatar
Iqbal Hussain,161,140,20.0,6.9,Qatar
Iqra Sahar,505,610,23.0,4.967213114754099,Hong Kong
Iram Javed,33,30,1.0,6.6000000000000005,Pakistan
Irfan Ahmed,105,90,5.0,7.0,Hong Kong
Irfan Hafejee,161,133,10.0,7.263157894736842,Panama
Irfan Safi,27,13,0.0,12.461538461538463,Austria
Irfan Sarfraz,5,6,0.0,5.0,Saudi Arabia
Irshad Mubbashar,7,6,0.0,7.0,Saudi Arabia
Isa Zaroo,64,38,3.0,10.105263157894736,Bulgaria
Ishtiaq Ahmad,616,555,48.0,6.659459459459459,Saudi Arabia
Ismail Ali,9,6,0.0,9.0,Maldives
Ismaila Tanba,76,45,3.0,10.133333333333333,Gambia
Israr Khan,37,25,0.0,8.879999999999999,Germany
Itibarshah Deedar,54,42,0.0,7.714285714285715,Austria
Izatullah Dawlatzai,80,99,6.0,4.848484848484849,Germany
Izaz Ali,186,141,8.0,7.914893617021276,Slovenia
J Ajiambo,70,93,6.0,4.516129032258064,Kenya
J Albin,215,130,4.0,9.923076923076923,Bulgaria
J Baguma,56,61,2.0,5.508196721311475,Uganda
J Baker,46,33,3.0,8.363636363636363,Cayman Islands
J Batinibulu,81,73,4.0,6.657534246575342,Fiji
J Blades,73,66,3.0,6.636363636363636,West Indies
J Botha,499,447,19.0,6.697986577181208,South Africa
J Broad,64,51,3.0,7.529411764705882,Germany
J Buchanan,43,36,1.0,7.166666666666666,Cayman Islands
J Bulele,194,142,5.0,8.197183098591548,Mozambique
J Butler,160,155,15.0,6.193548387096774,Guernsey
J Chialoufas,16,18,1.0,5.333333333333333,Cyprus
J Chirila,21,29,1.0,4.344827586206897,Romania
J Coetzee,181,280,28.0,3.878571428571429,Thailand
J Daley,16,26,4.0,3.692307692307693,Turks and Caicos Island
J Danikula,81,52,2.0,9.346153846153848,Croatia
J Dowling,35,41,3.0,5.121951219512195,Bulgaria
J Drysdale,213,136,10.0,9.397058823529411,United States of America
J Dzulfikar,36,74,6.0,2.9189189189189197,Indonesia
J Edmiston,20,21,1.0,5.7142857142857135,Switzerland
J Efosa,153,171,9.0,5.368421052631579,Nigeria
J Erdenesuvd,136,115,1.0,7.095652173913043,Mongolia
J Evans,114,97,11.0,7.051546391752577,Israel
J Fernando,47,31,0.0,9.096774193548388,Romania
J Gallimore,21,6,0.0,21.0,Bahamas
J George,110,85,1.0,7.764705882352942,Cook Islands
J Giyanani,35,27,0.0,7.777777777777778,United Arab Emirates
J Glasgow,37,38,3.0,5.842105263157895,West Indies
J Goswami,292,318,15.0,5.509433962264151,India
J Gunasekar,83,133,12.0,3.74436090225564,Oman
J Henry,40,31,2.0,7.741935483870968,St Helena
J Hicks,90,165,10.0,3.2727272727272725,Isle of Man
J Hill,50,37,3.0,8.108108108108109,Philippines
J Horrocks,163,131,7.0,7.465648854961832,Gibraltar
J Hurley,28,24,3.0,7.0,Argentina
J Intan,31,34,2.0,5.470588235294118,Malaysia
J Jagroo,49,27,1.0,10.88888888888889,Bahamas
J Jojo,86,62,4.0,8.322580645161292,Denmark
J Kariko,233,242,17.0,5.776859504132231,Papua New Guinea
J Khadka,72,50,4.0,8.64,Romania
J Kila,46,45,1.0,6.133333333333333,Papua New Guinea
J Kominkova,133,126,2.0,6.333333333333334,Czech Republic
J Kowa,92,162,10.0,3.4074074074074074,Sierra Leone
J Lassayo,84,69,5.0,7.304347826086957,Sierra Leone
J Lewis,32,18,1.0,10.666666666666666,England
J Little,949,780,41.0,7.299999999999999,Ireland
J Long,26,13,1.0,12.0,Philippines
J Maguire,321,285,12.0,6.757894736842105,Ireland
J Marples,14,6,0.0,14.0,Gibraltar
J Matharu,5,6,0.0,5.0,Canada
J Mbabazi,747,891,74.0,5.03030303030303,Uganda
J Miyaji,374,339,25.0,6.619469026548673,Uganda
J Mulder,26,25,1.0,6.24,Ireland
J Newland,14,14,0.0,6.0,Sierra Leone
J Nkomo,432,505,37.0,5.132673267326733,Zimbabwe
J Nyirankundineza,249,293,18.0,5.098976109215017,Rwanda
J Nyumbu,77,36,0.0,12.833333333333332,Zimbabwe
J Overton,219,159,14.0,8.264150943396226,England
J Perman,128,118,6.0,6.508474576271187,Spain
J Post,12,7,0.0,10.285714285714285,Netherlands
J Proctor,86,86,5.0,6.0,Bermuda
J Ramanandi,138,127,13.0,6.51968503937008,Oman
J Rasu,250,220,14.0,6.818181818181818,Vanuatu
J Rokoro,50,42,1.0,7.142857142857142,Fiji
J Sanele,154,191,10.0,4.837696335078534,Samoa
J Sebanja,81,58,2.0,8.379310344827587,Uganda
J Shaju,222,188,15.0,7.085106382978724,Malta
J Singye,265,222,8.0,7.162162162162162,Bhutan
J Souckova,19,19,0.0,6.0,Czech Republic
J Stanigze,64,49,5.0,7.836734693877551,Sweden
J Sumerauer,314,275,17.0,6.850909090909092,Jersey
J Theron,286,241,22.0,7.1203319502074685,United States of America
J Thinley,16,6,0.0,16.0,Bhutan
J Thomas,22,27,1.0,4.888888888888888,St Helena
J Tuffin,249,216,9.0,6.916666666666666,Philippines
J Tugsjargal,9,8,0.0,6.75,Mongolia
J Wilson,95,57,2.0,10.0,Gibraltar
J Winster,49,67,3.0,4.388059701492537,South Africa
J Yon,3,25,4.0,0.72,St Helena
J de Figueiredo,26,25,1.0,6.24,Portugal
J van Heerden,41,27,2.0,9.11111111111111,Germany
JA Burrows,214,182,15.0,7.054945054945055,Isle of Man
JA Clarkson,9,6,1.0,9.0,New Zealand
JA Diergaardt,544,649,41.0,5.029275808936825,Namibia
JA Duffy,428,337,26.0,7.620178041543028,New Zealand
JA Fitzgerald,297,197,6.0,9.045685279187817,Gibraltar
JA Miranda,52,27,0.0,11.555555555555555,Other
JA Morkel,430,359,18.0,7.186629526462395,South Africa
JA Richardson,291,226,14.0,7.725663716814159,Australia
JA Stiglitz,142,102,1.0,8.352941176470587,Austria
JA Turner,22,12,0.0,11.0,England
JAM Henri,217,157,7.0,8.292993630573248,Portugal
JAN Ngono,66,69,2.0,5.739130434782609,Cameroon
JAR Blain,40,48,2.0,5.0,Scotland
JB Abega,169,141,12.0,7.1914893617021285,Cameroon
JB Reva,106,85,5.0,7.482352941176471,Papua New Guinea
JC Archer,730,557,32.0,7.863554757630162,England
JC Balt,21,18,0.0,7.0,Namibia
JC Cullen,41,32,2.0,7.6875,Argentina
JC Darji,6,13,0.0,2.769230769230769,Tanzania
JC Tredwell,255,187,6.0,8.181818181818182,England
JD Baker,14,19,1.0,4.421052631578947,Samoa
JD Nel,66,69,5.0,5.739130434782609,Scotland
JD Newton,39,43,2.0,5.441860465116279,Croatia
JD Ryder,68,60,2.0,6.8,New Zealand
JD Unadkat,165,124,9.0,7.983870967741935,India
JD Wildermuth,16,12,1.0,8.0,Australia
JDF Vandersay,250,188,6.0,7.978723404255319,Sri Lanka
JDP Oram,340,253,10.0,8.063241106719367,New Zealand
JDS Neesham,709,474,28.0,8.974683544303797,New Zealand
JE Pitcher,24,26,0.0,5.538461538461538,Bermuda
JE Ronalds,152,169,10.0,5.396449704142012,Germany
JE Root,95,56,3.0,10.178571428571429,England
JE Scott,57,56,2.0,6.107142857142857,Bahamas
JE Taylor,580,424,26.0,8.20754716981132,West Indies
JE Titmuss,36,44,2.0,4.909090909090909,Hong Kong
JEA Doctora,32,22,4.0,8.727272727272727,Philippines
JEC Franklin,215,175,11.0,7.371428571428572,New Zealand
JF Jimenez,26,35,0.0,4.457142857142857,Other
JF Mooney,69,80,8.0,5.175000000000001,Ireland
JG Bethell,54,36,1.0,9.0,England
JG Kimaro,113,107,5.0,6.336448598130842,Tanzania
JH Davey,408,291,12.0,8.412371134020617,Scotland
JH Kallis,220,182,10.0,7.252747252747252,South Africa
JH Kiani,27,26,1.0,6.230769230769232,Philippines
JH Stander,63,34,2.0,11.117647058823527,Scotland
JI de Villiers,89,55,1.0,9.709090909090907,Namibia
JJ Bumrah,984,853,47.0,6.92145369284877,India
JJ Davidson,31,27,2.0,6.888888888888889,Scotland
JJ Huo,385,266,22.0,8.68421052631579,Mozambique
JJ Nyambo,155,146,7.0,6.36986301369863,Tanzania
JJ Smit,595,559,33.0,6.386404293381037,Namibia
JJ Tucker,34,24,0.0,8.5,Bermuda
JJ Wright,14,10,0.0,8.399999999999999,Swaziland
JJ van der Wath,126,100,7.0,7.56,South Africa
JK Kamande,66,49,5.0,8.081632653061224,Kenya
JK Mukhiya,98,63,4.0,9.333333333333334,Nepal
JK Vifah,92,95,6.0,5.810526315789474,Ghana
JKC Ahir,25,12,0.0,12.5,Panama
JKC Claxton,127,108,5.0,7.055555555555555,West Indies
JKD Andreano,209,216,8.0,5.805555555555555,Philippines
JL Aras,61,57,5.0,6.421052631578947,United States of America
JL Denly,66,43,3.0,9.209302325581396,England
JL Gunn,507,447,27.0,6.805369127516778,England
JL Hunter,95,99,4.0,5.757575757575758,Australia
JL Jonassen,792,884,51.0,5.375565610859729,Australia
JL Martel,41,44,6.0,5.590909090909091,Guernsey
JL Ontong,57,25,2.0,13.68,South Africa
JL Pattinson,87,58,1.0,9.0,Australia
JL Tutty,179,185,9.0,5.805405405405406,Cook Islands
JL de Mey,32,18,0.0,10.666666666666666,Netherlands
JM Anderson,290,232,12.0,7.5,England
JM Apio,20,28,5.0,4.285714285714286,Uganda
JM Dibble,21,13,0.0,9.692307692307692,England
JM Iradukunda,143,103,7.0,8.330097087378642,Rwanda
JM Joao,12,6,0.0,12.0,Mozambique
JM Kerr,524,425,11.0,7.397647058823529,New Zealand
JM Muirhead,41,38,2.0,6.473684210526316,Australia
JM Nthenya,27,19,0.0,8.526315789473685,Kenya
JM Polarouthu,30,15,0.0,12.0,Hungary
JM Vujinovich,93,68,2.0,8.205882352941178,Croatia
JM Watkin,53,43,2.0,7.395348837209302,New Zealand
JM Willathgamuwa,56,45,0.0,7.466666666666667,United States of America
JMJ Lynn,22,26,3.0,5.076923076923077,Indonesia
JN Frylinck,572,477,29.0,7.19496855345912,Namibia
JN Gillespie,49,25,1.0,11.76,Australia
JN Loftie-Eaton,273,225,12.0,7.28,Namibia
JN Snape,12,6,0.0,12.0,England
JN du Plooy,14,13,0.0,6.461538461538462,Hungary
JNK Shannon,11,6,0.0,11.0,Ireland
JNT Seales,79,37,0.0,12.81081081081081,West Indies
JO Adedeji,115,108,4.0,6.388888888888889,Nigeria
JO Holder,1538,1125,65.0,8.202666666666667,West Indies
JO Ngoche,71,73,1.0,5.835616438356165,Kenya
JOA Gordon,181,127,8.0,8.551181102362204,Canada
JP Behrendorff,264,210,15.0,7.542857142857143,Australia
JP Duminy,219,154,4.0,8.532467532467532,South Africa
JP Faulkner,377,284,23.0,7.964788732394366,Australia
JQK Moala,65,69,4.0,5.652173913043479,Fiji
JR Barry,212,138,8.0,9.217391304347826,Bahamas
JR Hazlewood,1052,868,55.0,7.271889400921658,Australia
JR Hopes,74,72,4.0,6.166666666666666,Australia
JRD Ngana,9,16,0.0,3.375,Indonesia
JRMVB Sanjaya,205,134,7.0,9.17910447761194,Sri Lanka
JS Henriksen,18,6,0.0,18.0,Denmark
JS Iggo,60,42,1.0,8.571428571428571,Singapore
JS Kundi,76,54,1.0,8.444444444444445,Kenya
JS Malhotra,13,18,0.0,4.333333333333333,United States of America
JS Ndanu,96,94,3.0,6.127659574468085,Kenya
JS Patel,143,99,10.0,8.666666666666666,New Zealand
JS Pooranakaran,281,287,7.0,5.874564459930314,Singapore
JT Ball,49,27,1.0,10.88888888888889,England
JT Brassell,282,182,9.0,9.296703296703296,Namibia
JT Darrell,23,43,3.0,3.209302325581395,Bermuda
JT Manase,24,19,0.0,7.578947368421052,Samoa
JT Pooranakaran,97,53,1.0,10.9811320754717,Singapore
JT Smuts,65,60,0.0,6.5,South Africa
JV Chand,85,79,3.0,6.455696202531645,Zambia
JW Chilia,83,79,2.0,6.30379746835443,Vanuatu
JW Dernbach,775,528,31.0,8.806818181818182,Italy
JW Hastings,206,149,7.0,8.29530201342282,Australia
JW Wilson,48,24,0.0,12.0,New Zealand
JWM Dalrymple,30,18,2.0,10.0,England
JWN Moses,47,49,0.0,5.755102040816326,Botswana
JWW Gardner,55,30,0.0,11.0,Papua New Guinea
Jagrat Dubey,98,123,9.0,4.780487804878049,Luxembourg
Jahanara Alam,723,704,41.0,6.161931818181818,Bangladesh
Jahandad Khan,11,6,0.0,11.0,Pakistan
Jai Sinh,61,44,5.0,8.318181818181818,Switzerland
Jaikumar Thakur,67,49,0.0,8.204081632653061,Croatia
Jaison Jerome,124,69,1.0,10.782608695652174,Malta
Jakob Gul,197,151,11.0,7.827814569536423,Bulgaria
Jamshid Nasiri,62,74,5.0,5.027027027027027,France
Janak Prakash,622,411,27.0,9.08029197080292,Singapore
Jannatul Ferdus,69,48,2.0,8.625,Bangladesh
Jasdeep Singh,601,438,26.0,8.232876712328768,United States of America
Jaskaran Singh,46,65,7.0,4.246153846153846,Canada
Jaspal Singh,71,64,2.0,6.65625,Malta
Jaspreet Singh,200,183,12.0,6.557377049180328,Italy
Jaswinder Singh,97,83,6.0,7.0120481927710845,Malta
Javeria Khan,36,37,2.0,5.837837837837839,Pakistan
Javeria Rauf,23,18,1.0,7.666666666666666,Pakistan
Javid Patel,119,102,5.0,7.0,Zambia
Jaweed Sadran,142,93,6.0,9.161290322580644,Austria
Jay Odedra,63,43,3.0,8.790697674418604,Oman
Jayasooriya,136,136,5.0,6.0,Sweden
Jeon Myeong,18,13,1.0,8.307692307692307,South Korea
Jiaping Li,15,30,0.0,3.0,China
Jitesh Patel,60,47,1.0,7.659574468085107,Malta
Jiyeon Park,59,77,3.0,4.597402597402597,South Korea
Joanne Hicks,12,25,0.0,2.88,Isle of Man
Jobayer Hossen,94,78,9.0,7.23076923076923,Seychelles
Jonte Smith,24,37,4.0,3.891891891891892,Bermuda
Joshua Asia,115,154,11.0,4.48051948051948,Nigeria
