batter,total_runs,balls_faced,times_out,strike_rate,average,team
I Udana,124,95,9.0,130.5263157894737,13.77777777777778,Sri Lanka
I Vrignaud,1,9,1.0,11.11111111111111,1.0,France
I Waqavakatoga,106,154,7.0,68.83116883116884,15.142857142857142,Fiji
I Zigante,12,25,0.0,48.0,12.0,Croatia
I van Zyl,107,193,15.0,55.44041450777202,7.133333333333334,Namibia
I van der Woning,2,1,0.0,200.0,2.0,Netherlands
IA De Silva,117,166,9.0,70.48192771084338,13.0,Bulgaria
IA Karim,655,616,16.0,106.33116883116882,40.9375,Kenya
IC Gaze,154,137,5.0,112.40875912408758,30.8,New Zealand
IC Simao,0,2,2.0,0.0,0.0,Brazil
ID Matic,0,7,1.0,0.0,0.0,Croatia
IDA Damarell,214,187,10.0,114.43850267379678,21.4,Guernsey
IDM Latin,348,268,15.0,129.8507462686567,23.2,Gibraltar
IE Mulhovo,125,370,16.0,33.78378378378378,7.8125,Mozambique
IECM Wong,33,31,5.0,106.4516129032258,6.6,England
IG Butler,2,4,0.0,50.0,2.0,New Zealand
IG Holland,4,8,1.0,50.0,4.0,United States of America
IG Sharp,17,16,1.0,106.25,17.0,New Zealand
IGASF Pratiwi,20,31,3.0,64.51612903225806,6.666666666666667,Indonesia
IGTR Kumara,3,12,1.0,25.0,3.0,Maldives
IH Romaine,8,12,1.0,66.66666666666666,8.0,Bermuda
II Mabunda,11,14,2.0,78.57142857142857,5.5,Mozambique
II Selemani,638,493,30.0,129.41176470588235,21.266666666666666,Tanzania
IJL Trott,72,78,2.0,92.3076923076923,36.0,England
IJR Zwilling,527,543,25.0,97.05340699815838,21.08,Netherlands
IK Cheema,11,15,1.0,73.33333333333333,11.0,Portugal
IK Darmawan,25,35,2.0,71.42857142857143,12.5,Indonesia
IK Gamantika,502,448,26.0,112.05357142857142,19.307692307692307,Indonesia
IK Pathan,128,120,7.0,106.66666666666669,18.285714285714285,India
IKEG Artawan,193,210,19.0,91.9047619047619,10.157894736842104,Indonesia
IKO Aboagye,13,28,2.0,46.42857142857143,6.5,Ghana
IL Parks,15,41,0.0,36.58536585365854,15.0,Costa Rica
IM Vaghela,115,148,6.0,77.7027027027027,19.166666666666668,United States of America
IMHC Joyce,75,89,8.0,84.26966292134831,9.375,Ireland
IO Okpe,651,591,36.0,110.1522842639594,18.08333333333333,Nigeria
IP Swaney,58,39,5.0,148.71794871794873,11.6,Singapore
IR Bell,27,31,3.0,87.09677419354838,9.0,England
IS Billcliff,51,39,1.0,130.76923076923077,51.0,Canada
IS Mananelage,7,14,2.0,50.0,3.5,United Arab Emirates
IS Sodhi,112,120,18.0,93.33333333333331,6.222222222222222,New Zealand
IU Jayamannage,0,5,0.0,0.0,0.0,Italy
IW Budiarta,0,1,1.0,0.0,0.0,Indonesia
IY Mckeon,211,198,8.0,106.56565656565658,26.375,France
Ibrahim Altinoluk,0,3,1.0,0.0,0.0,Turkey
Ibrahim Hassan,83,93,11.0,89.24731182795699,7.545454545454546,Maldives
Ibrahim Jabarkhel,12,18,2.0,66.66666666666666,6.0,France
Ibrahim Karim,1,2,0.0,50.0,1.0,Sierra Leone
Ibrahim Kpaka,7,9,2.0,77.77777777777779,3.5,Sierra Leone
Ibrahim Kursad Dalyan,2,3,1.0,66.66666666666666,2.0,Turkey
Ibrahim Nashath,56,111,10.0,50.45045045045045,5.6,Maldives
Ibrahim Rahimi,266,152,8.0,175.0,33.25,Norway
Ibrahim Rizan,68,103,11.0,66.01941747572816,6.181818181818182,Maldives
Ibrar Ahmad,8,6,2.0,133.33333333333331,4.0,Hungary
Idrees Ul Haque,134,117,7.0,114.52991452991452,19.142857142857142,Switzerland
Iftekar Jaman,23,20,3.0,115.0,7.666666666666667,Cyprus
Iftikhar Ahmed,617,484,24.0,127.4793388429752,25.70833333333333,Pakistan
Iftikhar Kankhel,9,14,2.0,64.28571428571429,4.5,Belgium
Ignacio Lisboa,2,6,1.0,33.33333333333333,2.0,Chile
Ihsanullah Wafa,33,24,3.0,137.5,11.0,Sweden
Ijaz Hussain,108,129,12.0,83.72093023255815,9.0,Romania
Ikbal Hossain,5,3,0.0,166.66666666666669,5.0,France
Ikramullah Khan,120,135,9.0,88.88888888888889,13.333333333333334,Qatar
Ilenia Sims,172,205,6.0,83.90243902439025,28.666666666666668,Italy
Ilyas Ahmed,11,7,0.0,157.14285714285714,11.0,Kuwait
Ilyas Ataullah,206,140,7.0,147.14285714285717,29.428571428571427,Turkey
Ilyas Cetin,13,17,2.0,76.47058823529412,6.5,Turkey
Imad Wasim,258,178,18.0,144.9438202247191,14.333333333333334,Pakistan
Imal Zuwak,246,233,10.0,105.5793991416309,24.6,Sweden
Imam-ul-Haq,21,25,2.0,84.0,10.5,Pakistan
Imran Ahmed Kaneez,1,3,1.0,33.33333333333333,1.0,Costa Rica
Imran Ali Butt,257,277,11.0,92.7797833935018,23.363636363636363,Bahrain
Imran Ameer,103,106,7.0,97.16981132075472,14.714285714285714,Malta
Imran Anwar,503,458,38.0,109.82532751091702,13.236842105263158,Bahrain
Imran Farhat,49,49,4.0,100.0,12.25,Pakistan
Imran Haider,4,7,0.0,57.14285714285714,4.0,United Arab Emirates
Imran Khan,25,31,7.0,80.64516129032258,3.571428571428572,Portugal
Imran Nazir,226,172,10.0,131.3953488372093,22.6,Pakistan
Imran Tahir,10,14,1.0,71.42857142857143,10.0,South Africa
Imran Yousaf,1,1,0.0,100.0,1.0,Saudi Arabia
Imrul Kayes,46,40,2.0,115.0,23.0,Bangladesh
Imtiaz Khan,1,1,0.0,100.0,1.0,Saudi Arabia
Iqbal Hossain,237,152,9.0,155.92105263157893,26.33333333333333,Austria
Iqbal Hussain,22,14,1.0,157.14285714285714,22.0,Qatar
Iqra Ishaq,11,47,2.0,23.404255319148938,5.5,Kuwait
Iqra Sahar,31,50,5.0,62.0,6.2,Hong Kong
Iram Javed,115,174,19.0,66.0919540229885,6.052631578947368,Pakistan
Irdina Beh Nabil,19,26,1.0,73.07692307692307,19.0,Malaysia
Irfan Ahmed,17,20,2.0,85.0,8.5,Hong Kong
Irfan Hafejee,170,194,8.0,87.62886597938144,21.25,Panama
Irfan Khan,109,76,3.0,143.42105263157893,36.333333333333336,Pakistan
Irfan Safi,17,12,1.0,141.66666666666669,17.0,Austria
Irfan Sarfraz,20,42,1.0,47.61904761904761,20.0,Saudi Arabia
Irshad Mubbashar,27,32,3.0,84.375,9.0,Saudi Arabia
Isa Zaroo,105,110,10.0,95.45454545454544,10.5,Bulgaria
Ishan Kishan,564,455,22.0,123.95604395604396,25.63636363636364,India
Ishma Tanjim,8,13,2.0,61.53846153846154,4.0,Bangladesh
Ishtiaq Ahmad,27,16,5.0,168.75,5.4,Saudi Arabia
Ismail Ali,46,47,5.0,97.87234042553192,9.2,Maldives
Ismail Sardar,5,17,2.0,29.411764705882355,2.5,Thailand
Ismaila Tanba,98,78,2.0,125.64102564102564,49.0,Gambia
Itibarshah Deedar,9,11,0.0,81.81818181818183,9.0,Austria
Ivan Splicevic,0,7,1.0,0.0,0.0,Croatia
Izaz Ali,27,41,5.0,65.85365853658537,5.4,Slovenia
J Abwom,17,39,2.0,43.58974358974359,8.5,Kenya
J Ajiambo,1,3,1.0,33.33333333333333,1.0,Kenya
J Albin,85,106,4.0,80.18867924528303,21.25,Bulgaria
J Alegra,63,75,7.0,84.0,9.0,Philippines
J Anderson,3,5,1.0,60.0,3.0,Ireland
J Baguma,38,53,4.0,71.69811320754717,9.5,Uganda
J Baker,420,319,11.0,131.6614420062696,38.18181818181818,Cayman Islands
J Baleicikoibia,16,25,2.0,64.0,8.0,Fiji
J Bangura,129,208,12.0,62.01923076923077,10.75,Sierra Leone
J Barker,237,270,8.0,87.77777777777777,29.625,Luxembourg
J Batinibulu,1,4,1.0,25.0,1.0,Fiji
J Blades,4,10,1.0,40.0,4.0,West Indies
J Botha,83,75,5.0,110.66666666666669,16.6,South Africa
J Broad,79,92,4.0,85.86956521739131,19.75,Germany
J Buchanan,10,12,1.0,83.33333333333334,10.0,Cayman Islands
J Bulele,171,185,5.0,92.43243243243244,34.2,Mozambique
J Butler,255,237,14.0,107.59493670886076,18.214285714285715,Guernsey
J Cama,7,15,3.0,46.66666666666666,2.333333333333333,Fiji
J Campbell,129,85,4.0,151.76470588235293,32.25,Zimbabwe
J Charles,897,721,35.0,124.41054091539527,25.62857142857143,West Indies
J Chaturanga,4,6,1.0,66.66666666666666,4.0,Bahrain
J Chialoufas,75,58,4.0,129.31034482758622,18.75,Cyprus
J Chirila,24,60,1.0,40.0,24.0,Romania
J Cleetus,2,7,1.0,28.57142857142857,2.0,United Arab Emirates
J Clough,9,13,1.0,69.23076923076923,9.0,Isle of Man
J Coetzee,188,174,9.0,108.04597701149426,20.88888888888889,Thailand
J Daley,27,38,2.0,71.05263157894737,13.5,Turks and Caicos Island
J Danikula,20,38,4.0,52.63157894736842,5.0,Croatia
J Dickinson,15,15,1.0,100.0,15.0,Scotland
J Dowling,5,6,1.0,83.33333333333334,5.0,Bulgaria
J Drysdale,4,3,0.0,133.33333333333331,4.0,United States of America
J Dunn,36,41,3.0,87.8048780487805,12.0,Vanuatu
J Dzulfikar,61,71,5.0,85.91549295774648,12.2,Indonesia
J Edness,0,1,1.0,0.0,0.0,Bermuda
J Efosa,7,24,0.0,29.166666666666668,7.0,Nigeria
J Erdenesuvd,7,71,3.0,9.859154929577464,2.333333333333333,Mongolia
J Evans,63,82,4.0,76.82926829268293,15.75,Israel
J Fernando,43,27,2.0,159.25925925925927,21.5,Romania
J Figy John,0,1,1.0,0.0,0.0,United Arab Emirates
J Fraser-McGurk,95,63,4.0,150.79365079365078,23.75,Australia
J Gallimore,14,20,0.0,70.0,14.0,Bahamas
J George,9,16,1.0,56.25,9.0,Cook Islands
J Ghadiyali,59,79,5.0,74.68354430379746,11.8,Swaziland
J Ghelzai,6,3,2.0,200.0,3.0,Austria
J Glasgow,28,34,2.0,82.35294117647058,14.0,West Indies
J Goswami,71,79,10.0,89.87341772151899,7.1,India
J Grassi,25,32,2.0,78.125,12.5,Italy
J Gray,1,5,1.0,20.0,1.0,Ireland
J Grzinic,6,14,2.0,42.85714285714285,3.0,Croatia
J Gumbie,34,45,2.0,75.55555555555556,17.0,Zimbabwe
J Gunasekar,199,221,6.0,90.04524886877829,33.166666666666664,Oman
J Hansrod,10,26,3.0,38.46153846153847,3.333333333333333,Swaziland
J Henry,19,14,2.0,135.71428571428572,9.5,St Helena
J Hicks,0,10,3.0,0.0,0.0,Isle of Man
J Hill,5,5,1.0,100.0,5.0,Philippines
J Horrocks,30,37,4.0,81.08108108108108,7.5,Gibraltar
J Hurley,0,1,1.0,0.0,0.0,Argentina
J Intan,60,84,7.0,71.42857142857143,8.571428571428571,Malaysia
J Jagroo,0,2,1.0,0.0,0.0,Bahamas
J Jarvis,60,68,6.0,88.23529411764706,10.0,Scotland
J Jemison,98,155,11.0,63.2258064516129,8.909090909090908,Bahamas
J Jojo,25,19,2.0,131.57894736842107,12.5,Denmark
J Kariko,3,6,1.0,50.0,3.0,Papua New Guinea
J Kemp,4,7,2.0,57.14285714285714,2.0,Jersey
J Kgang,10,33,2.0,30.303030303030305,5.0,Botswana
J Khadka,2,4,0.0,50.0,2.0,Romania
J Kila,54,33,3.0,163.63636363636363,18.0,Papua New Guinea
J King,35,131,6.0,26.7175572519084,5.833333333333333,France
J Kominkova,54,143,7.0,37.76223776223776,7.714285714285714,Czech Republic
J Kowa,50,59,4.0,84.7457627118644,12.5,Sierra Leone
J Kunnanchirakkal,3,5,2.0,60.0,1.5,Malta
J Lassayo,5,6,2.0,83.33333333333334,2.5,Sierra Leone
J Little,47,47,4.0,100.0,11.75,Ireland
J Liyanage,114,116,3.0,98.27586206896552,38.0,Sri Lanka
J Louw,1,2,0.0,50.0,1.0,South Africa
J Maguire,17,25,3.0,68.0,5.666666666666667,Ireland
J Marples,15,20,3.0,75.0,5.0,Gibraltar
J Masquater,45,89,5.0,50.56179775280899,9.0,Tanzania
J Mbabazi,494,698,32.0,70.77363896848138,15.4375,Uganda
J Mees,276,229,13.0,120.5240174672489,21.23076923076923,Luxembourg
J Miyaji,177,167,17.0,105.98802395209582,10.411764705882351,Uganda
J Mosca,194,121,7.0,160.3305785123967,27.714285714285715,Italy
J Mubarak,192,145,8.0,132.41379310344828,24.0,Sri Lanka
J Newland,37,39,1.0,94.87179487179486,37.0,Sierra Leone
J Nkomo,228,278,14.0,82.01438848920863,16.285714285714285,Zimbabwe
J Nyirankundineza,1,2,0.0,50.0,1.0,Rwanda
J Oldham,5,6,1.0,83.33333333333334,5.0,Canada
J Otieno,3,4,0.0,75.0,3.0,Kenya
J Overton,7,12,3.0,58.333333333333336,2.333333333333333,England
J Pakeman,7,11,1.0,63.63636363636363,7.0,Belize
J Pakhiaokajee,6,12,2.0,50.0,3.0,Thailand
J Pandey,193,245,9.0,78.77551020408163,21.444444444444443,Nepal
J Pant,40,30,1.0,133.33333333333331,40.0,Luxembourg
J Perman,30,22,0.0,136.36363636363637,30.0,Spain
J Peter,5,14,1.0,35.714285714285715,5.0,United Arab Emirates
J Pickering,15,23,1.0,65.21739130434783,15.0,Cook Islands
J Pook,0,1,1.0,0.0,0.0,Belize
J Post,25,38,4.0,65.78947368421053,6.25,Netherlands
J Proctor,5,17,1.0,29.411764705882355,5.0,Bermuda
J Pullen,0,2,1.0,0.0,0.0,Isle of Man
J Ramanandi,28,39,2.0,71.7948717948718,14.0,Oman
J Rasu,273,260,13.0,105.0,21.0,Vanuatu
J Reb,31,45,4.0,68.88888888888889,7.75,Serbia
J Rokoro,0,1,1.0,0.0,0.0,Fiji
J Sanele,39,58,4.0,67.24137931034483,9.75,Samoa
J Sebanja,3,5,1.0,60.0,3.0,Uganda
J Shaju,4,12,2.0,33.33333333333333,2.0,Malta
J Singye,198,259,10.0,76.44787644787645,19.8,Bhutan
J Souckova,14,51,3.0,27.450980392156865,4.666666666666667,Czech Republic
J Stanigze,53,46,3.0,115.21739130434784,17.666666666666668,Sweden
J Suleman,18,22,2.0,81.81818181818183,9.0,Eswatini
J Sumerauer,248,173,10.0,143.35260115606937,24.8,Jersey
J Theron,8,5,0.0,160.0,8.0,United States of America
J Thomas,6,12,1.0,50.0,6.0,St Helena
J Trembeath-Moro,98,109,4.0,89.90825688073394,24.5,Spain
J Tuffin,127,117,6.0,108.54700854700856,21.166666666666668,Philippines
J Tugsjargal,34,104,5.0,32.69230769230769,6.8,Mongolia
J Vijay,145,113,6.0,128.31858407079645,24.166666666666668,Portugal
J Vira,47,51,5.0,92.15686274509804,9.4,Vanuatu
J West,32,57,4.0,56.14035087719298,8.0,Gibraltar
J Wilson,4,8,1.0,50.0,4.0,Gibraltar
J Yon,5,5,0.0,100.0,5.0,St Helena
J de Figueiredo,1,3,1.0,33.33333333333333,1.0,Portugal
J van Heerden,49,42,2.0,116.66666666666669,24.5,Germany
J van Vliet,4,16,0.0,25.0,4.0,Netherlands
JA Burns,196,128,4.0,153.125,49.0,Italy
JA Burrows,55,58,9.0,94.82758620689656,6.111111111111111,Isle of Man
JA Clarkson,27,33,3.0,81.81818181818183,9.0,New Zealand
JA Diergaardt,371,499,29.0,74.34869739478958,12.79310344827586,Namibia
JA Duffy,22,26,3.0,84.61538461538461,7.333333333333333,New Zealand
JA Fitzgerald,137,121,12.0,113.22314049586775,11.416666666666666,Gibraltar
JA Morkel,317,214,16.0,148.13084112149534,19.8125,South Africa
JA Richardson,14,16,2.0,87.5,7.0,Australia
JA Rymer,37,88,1.0,42.04545454545455,37.0,Malta
JA Stiglitz,55,62,2.0,88.70967741935483,27.5,Austria
JAD Lawrenson,51,61,4.0,83.60655737704919,12.75,Jersey
JAH Marshall,14,15,2.0,93.33333333333331,7.0,New Zealand
JAM Henri,33,28,3.0,117.85714285714286,11.0,Portugal
JAN Ngono,85,159,7.0,53.459119496855344,12.142857142857142,Cameroon
JAR Blain,3,2,1.0,150.0,3.0,Scotland
JB Abega,21,59,7.0,35.59322033898305,3.0,Cameroon
JB Nero,25,35,2.0,71.42857142857143,12.5,West Indies
JB Reva,6,6,1.0,100.0,6.0,Papua New Guinea
JB Richards,1,3,0.0,33.33333333333333,1.0,Botswana
JC Archer,36,28,3.0,128.57142857142858,12.0,England
JC Balt,61,82,5.0,74.39024390243902,12.2,Namibia
JC Buttler,1972,1342,50.0,146.94485842026825,39.44,England
JC Cullen,0,2,2.0,0.0,0.0,Argentina
JC Darji,27,33,4.0,81.81818181818183,6.75,Tanzania
JC Martin,35,37,2.0,94.5945945945946,17.5,Guernsey
JC Sokomanu,1,6,2.0,16.666666666666664,0.5,Vanuatu
JC Tredwell,1,2,1.0,50.0,1.0,England
JD Allan,101,116,8.0,87.06896551724138,12.625,Vanuatu
JD Baker,49,45,3.0,108.88888888888889,16.333333333333332,Samoa
JD Campbell,11,16,2.0,68.75,5.5,West Indies
JD Freyone,45,84,7.0,53.57142857142857,6.428571428571429,Gibraltar
JD Newton,32,47,2.0,68.08510638297872,16.0,Croatia
JD Ryder,207,171,9.0,121.05263157894736,23.0,New Zealand
JD Wildermuth,1,1,0.0,100.0,1.0,Australia
JDA Richardson,31,50,4.0,62.0,7.75,Bermuda
JDF Vandersay,23,35,2.0,65.71428571428571,11.5,Sri Lanka
JDP Oram,197,169,14.0,116.5680473372781,14.071428571428571,New Zealand
JDS Neesham,661,481,30.0,137.42203742203742,22.03333333333333,New Zealand
JE Cameron,226,224,9.0,100.89285714285714,25.11111111111111,Australia
JE Dunford,29,28,4.0,103.57142857142858,7.25,Jersey
JE Pitcher,6,9,0.0,66.66666666666666,6.0,Bermuda
JE Ronalds,586,704,20.0,83.23863636363636,29.3,Germany
JE Root,430,335,13.0,128.3582089552239,33.07692307692308,England
JE Scott,0,2,1.0,0.0,0.0,Bahamas
JE Taylor,32,37,3.0,86.48648648648648,10.666666666666666,West Indies
JE Titmuss,1,4,2.0,25.0,0.5,Hong Kong
JEA Doctora,8,13,2.0,61.53846153846154,4.0,Philippines
JEC Franklin,289,262,15.0,110.3053435114504,19.266666666666666,New Zealand
JF Bangura,4,11,1.0,36.36363636363637,4.0,Sierra Leone
JF Chester,0,6,1.0,0.0,0.0,Swaziland
JF Mooney,78,77,5.0,101.29870129870127,15.6,Ireland
JF Smagacz,1,1,0.0,100.0,1.0,Spain
JF Smith,37,36,1.0,102.77777777777776,37.0,South Africa
JG Bethell,193,130,4.0,148.46153846153845,48.25,England
JG Kimaro,32,76,5.0,42.10526315789473,6.4,Tanzania
JH Davey,51,38,2.0,134.21052631578948,25.5,Scotland
JH Kallis,320,256,9.0,125.0,35.55555555555556,South Africa
JH Mensah,17,10,2.0,170.0,8.5,Ghana
JH Stander,0,1,1.0,0.0,0.0,Scotland
JI Rodrigues,1457,1248,49.0,116.74679487179486,29.73469387755102,India
JI de Villiers,1,2,0.0,50.0,1.0,Namibia
JJ Atkinson,51,70,10.0,72.85714285714285,5.1,Hong Kong
JJ Bumrah,7,12,2.0,58.333333333333336,3.5,India
JJ Celestine,0,1,1.0,0.0,0.0,Bermuda
JJ Davidson,7,10,0.0,70.0,7.0,Scotland
JJ Huo,88,98,5.0,89.79591836734694,17.6,Mozambique
JJ Nyambo,5,13,1.0,38.46153846153847,5.0,Tanzania
JJ Roy,681,534,28.0,127.52808988764043,24.321428571428573,England
JJ Smit,826,545,19.0,151.55963302752292,43.47368421052632,Namibia
JJ Tucker,60,53,2.0,113.20754716981132,30.0,Bermuda
JJ Wright,32,35,2.0,91.42857142857144,16.0,Swaziland
JJ van der Wath,44,34,2.0,129.41176470588235,22.0,South Africa
JK Kamande,20,30,4.0,66.66666666666666,5.0,Kenya
JK Vifah,198,197,11.0,100.50761421319795,18.0,Ghana
JKC Ahir,13,35,1.0,37.142857142857146,13.0,Panama
JKD Andreano,23,73,7.0,31.506849315068493,3.2857142857142856,Philippines
JL Denly,57,55,5.0,103.63636363636364,11.4,England
JL Gunn,104,124,9.0,83.87096774193549,11.555555555555555,England
JL Hunter,3,1,0.0,300.0,3.0,Australia
JL Jonassen,122,144,14.0,84.72222222222221,8.714285714285714,Australia
JL Martel,13,6,0.0,216.66666666666663,13.0,Guernsey
JL Ontong,134,87,7.0,154.02298850574712,19.142857142857142,South Africa
JL Pattinson,5,3,0.0,166.66666666666669,5.0,Australia
JL Smith,126,63,4.0,200.0,31.5,England
JL Tutty,0,4,1.0,0.0,0.0,Cook Islands
JM Anderson,0,1,1.0,0.0,0.0,England
JM Apio,10,14,2.0,71.42857142857143,5.0,Uganda
JM Bairstow,678,491,23.0,138.08553971486762,29.47826086956522,England
JM Cox,16,18,1.0,88.88888888888889,16.0,England
JM Davies,3,11,1.0,27.27272727272727,3.0,Hong Kong
JM Davison,0,4,2.0,0.0,0.0,Canada
JM Fields,59,63,3.0,93.65079365079364,19.666666666666668,Australia
JM How,15,16,2.0,93.75,7.5,New Zealand
JM Iradukunda,14,13,3.0,107.6923076923077,4.666666666666667,Rwanda
JM Joao,10,20,2.0,50.0,5.0,Mozambique
JM Kemp,51,63,3.0,80.95238095238095,17.0,South Africa
JM Kerr,48,49,6.0,97.95918367346938,8.0,New Zealand
JM Muirhead,1,1,0.0,100.0,1.0,Australia
JM Nthenya,34,57,3.0,59.64912280701754,11.333333333333334,Kenya
JM Polarouthu,6,7,0.0,85.71428571428571,6.0,Hungary
JM Sharma,82,59,6.0,138.98305084745763,13.666666666666666,India
JM Vince,198,175,8.0,113.14285714285714,24.75,England
JM Vujinovich,128,176,9.0,72.72727272727273,14.22222222222222,Croatia
JM Watkin,41,38,6.0,107.89473684210526,6.833333333333333,New Zealand
JM Willathgamuwa,28,54,3.0,51.85185185185185,9.333333333333334,United States of America
JMV Junior,9,6,1.0,150.0,9.0,Fiji
JN Dorji,18,32,4.0,56.25,4.5,Bhutan
JN Frylinck,675,513,24.0,131.57894736842107,28.125,Namibia
JN Loftie-Eaton,349,250,16.0,139.6,21.8125,Namibia
JN Malan,176,141,7.0,124.822695035461,25.142857142857142,South Africa
JN Mohammed,14,22,2.0,63.63636363636363,7.0,West Indies
JN du Plooy,38,33,3.0,115.15151515151516,12.666666666666666,Hungary
JNK Shannon,36,24,2.0,150.0,18.0,Ireland
JNT Seales,0,2,1.0,0.0,0.0,West Indies
JNT Vare,7,13,2.0,53.84615384615385,3.5,Papua New Guinea
JO Adedeji,455,540,20.0,84.25925925925925,22.75,Nigeria
JO Holder,255,177,17.0,144.0677966101695,15.0,West Indies
JO Ngoche,3,16,1.0,18.75,3.0,Kenya
JOP Scamans,89,87,6.0,102.29885057471265,14.833333333333334,Finland
JP Bray,0,7,1.0,0.0,0.0,Ireland
JP Duminy,1060,844,30.0,125.59241706161136,35.333333333333336,South Africa
JP Faulkner,96,80,5.0,120.0,19.2,Australia
JP Inglis,474,308,16.0,153.89610389610388,29.625,Australia
JP Kaltapau,235,237,10.0,99.15611814345992,23.5,Vanuatu
JP Kotze,543,466,22.0,116.52360515021458,24.681818181818183,Namibia
JQK Moala,7,16,2.0,43.75,3.5,Fiji
JR Barry,86,145,3.0,59.310344827586206,28.666666666666668,Bahamas
JR Hazlewood,4,9,1.0,44.44444444444444,4.0,Australia
JR Hopes,57,57,3.0,100.0,19.0,Australia
JR Lucky,0,1,0.0,0.0,0.0,Costa Rica
JR Medianesta,9,32,2.0,28.125,4.5,Philippines
JR Philippe,68,66,4.0,103.03030303030305,17.0,Australia
JRMVB Sanjaya,8,9,1.0,88.88888888888889,8.0,Sri Lanka
JS Foster,37,32,3.0,115.625,12.333333333333334,England
JS Henriksen,32,32,3.0,100.0,10.666666666666666,Denmark
JS Iggo,26,33,4.0,78.78787878787878,6.5,Singapore
JS Jesani,1,5,1.0,20.0,1.0,Kenya
JS Kundi,62,80,5.0,77.5,12.4,Kenya
JS Malhotra,113,84,6.0,134.52380952380955,18.83333333333333,United States of America
JS Ndanu,33,76,8.0,43.42105263157895,4.125,Kenya
JS Patel,0,1,1.0,0.0,0.0,New Zealand
JS Pooranakaran,4,37,5.0,10.81081081081081,0.8,Singapore
JT Brassell,2,4,1.0,50.0,2.0,Namibia
JT Pooranakaran,2,8,1.0,25.0,2.0,Singapore
JT Smuts,102,98,7.0,104.08163265306123,14.571428571428571,South Africa
JV Chand,139,145,6.0,95.86206896551724,23.166666666666668,Zambia
JW Chilia,2,3,0.0,66.66666666666666,2.0,Vanuatu
JW Dernbach,2,4,0.0,50.0,2.0,Italy
JW Hastings,22,18,2.0,122.22222222222224,11.0,Australia
JW Jenner,678,506,28.0,133.9920948616601,24.214285714285715,Jersey
JW Ogle-Thomas,6,11,1.0,54.54545454545454,6.0,West Indies
JWM Dalrymple,27,29,1.0,93.10344827586206,27.0,England
JWN Moses,25,27,3.0,92.5925925925926,8.333333333333334,Botswana
JY Masaya,4,33,1.0,12.12121212121212,4.0,Philippines
Jagrat Dubey,1,10,1.0,10.0,1.0,Luxembourg
Jahanara Alam,55,58,7.0,94.82758620689656,7.857142857142857,Bangladesh
Jahandad Khan,29,34,4.0,85.29411764705883,7.25,Pakistan
Jahurul Islam,2,2,1.0,100.0,2.0,Bangladesh
Jai Sinh,9,14,4.0,64.28571428571429,2.25,Switzerland
Jaikumar Thakur,36,67,5.0,53.73134328358209,7.2,Croatia
Jaker Ali,486,406,14.0,119.70443349753694,34.714285714285715,Bangladesh
Jakir Patel,119,112,5.0,106.25,23.8,Zambia
Jakob Gul,43,38,7.0,113.1578947368421,6.142857142857143,Bulgaria
Jamshid Nasiri,74,59,1.0,125.42372881355932,74.0,France
Janak Prakash,297,215,15.0,138.13953488372093,19.8,Singapore
Jandu Hamoud,2,4,1.0,50.0,2.0,Kuwait
Jannatul Ferdus,1,1,0.0,100.0,1.0,Bangladesh
Jasdeep Singh,14,28,5.0,50.0,2.8,United States of America
Jaskaran Singh,104,55,4.0,189.0909090909091,26.0,Canada
Jaspal Singh,394,329,15.0,119.75683890577508,26.266666666666666,Malta
Jaspreet Singh,21,15,2.0,140.0,10.5,Italy
Jassim Khan,85,59,4.0,144.0677966101695,21.25,Qatar
Jaswinder Singh,61,75,6.0,81.33333333333333,10.166666666666666,Malta
Jatinder Singh,684,560,28.0,122.14285714285715,24.428571428571427,Oman
Javed Hina,75,129,6.0,58.13953488372093,12.5,Oman
Javed Hira,7,13,1.0,53.84615384615385,7.0,Oman
Javed Maroofkhail,61,60,4.0,101.66666666666666,15.25,Norway
Javeria Khan,524,626,36.0,83.70607028753993,14.555555555555555,Pakistan
Javeria Rauf,71,92,7.0,77.17391304347827,10.142857142857142,Pakistan
Javid Patel,35,63,6.0,55.55555555555556,5.833333333333333,Zambia
Jaweed Sadran,53,42,5.0,126.1904761904762,10.6,Austria
Jay Odedra,1,3,0.0,33.33333333333333,1.0,Oman
Jayasooriya,55,77,5.0,71.42857142857143,11.0,Sweden
Jiaping Li,1,8,2.0,12.5,0.5,China
Jing Yang,15,35,3.0,42.85714285714285,5.0,China
