batter,total_runs,balls_faced,times_out,strike_rate,average
Sahil Chauhan,178,96,6.0,185.41666666666669,29.666666666666668
Sahir Naqash,107,80,6.0,133.75,17.833333333333332
Sai Hla Htwe,6,11,0.0,54.54545454545454,6.0
Saif Hassan,87,102,5.0,85.29411764705883,17.4
Saim Ayub,537,406,24.0,132.26600985221674,22.375
Saim Hussain,194,134,4.0,144.77611940298507,48.5
Sajaa Fathimath,0,9,2.0,0.0,0.0
Sajad Ahmadzai,14,21,5.0,66.66666666666666,2.8
Sajid Khan,5,17,3.0,29.411764705882355,1.6666666666666667
Sajid Khan Afridi,32,29,2.0,110.34482758620689,16.0
Sajid Liaqat,33,14,2.0,235.71428571428572,16.5
Sajid Patel,10,15,2.0,66.66666666666666,5.0
Sajid Safi,1,4,0.0,25.0,1.0
Salma Khatun,149,159,11.0,93.71069182389937,13.545454545454545
Salman Butt,306,281,14.0,108.89679715302492,21.857142857142858
Salman Mirza,3,3,2.0,100.0,1.5
Salman Nazar,10,9,1.0,111.11111111111111,10.0
Salman Patel,4,16,4.0,25.0,1.0
Salvin Stanly,82,79,6.0,103.79746835443038,13.666666666666666
Samader Shadab,20,30,2.0,66.66666666666666,10.0
Samanvita Vijay,0,1,1.0,0.0,0.0
Samarth Shetty,10,24,3.0,41.66666666666667,3.3333333333333335
Sameer Patel,70,82,3.0,85.36585365853658,23.333333333333332
Sameera Khan,34,58,4.0,58.620689655172406,8.5
Sami Sohail,700,622,24.0,112.54019292604502,29.166666666666668
Sami Ullah,89,47,5.0,189.36170212765958,17.8
Samiallah Khalil,1,3,1.0,33.33333333333333,1.0
Samiullah Rahmani,71,59,5.0,120.33898305084745,14.2
Samjhana Khadka,67,84,11.0,79.76190476190477,6.090909090909091
Sana Butt,14,43,4.0,32.55813953488372,3.5
Sana Mir,301,401,16.0,75.06234413965088,18.8125
Sanchin Singh,7,14,1.0,50.0,7.0
Sandeep Goud,106,138,13.0,76.81159420289855,8.153846153846153
Sangay Wangmo,1,2,1.0,50.0,1.0
Sangay Zangmo,1,4,0.0,25.0,1.0
Sangita Rai,2,13,1.0,15.384615384615385,2.0
Sania Khan,8,12,3.0,66.66666666666666,2.6666666666666665
Saniyah Zia,13,16,2.0,81.25,6.5
Sanjay Kumar Ahir,9,15,0.0,60.0,9.0
Sanjida Islam,167,196,13.0,85.20408163265306,12.846153846153847
Santiago Duggan,1,4,0.0,25.0,1.0
Santiago Iturbe,2,7,1.0,28.57142857142857,2.0
Sapan Mehta,23,32,2.0,71.875,11.5
Saqib Naveed,4,14,1.0,28.57142857142857,4.0
Saqib Zulfiqar,72,64,3.0,112.5,24.0
Saqlain Ali,3,9,2.0,33.33333333333333,1.5
Saqlain Arshad,243,204,14.0,119.11764705882352,17.357142857142858
Saqlain Haider,7,9,1.0,77.77777777777779,7.0
Sara,1,8,1.0,12.5,1.0
Sara Vivek,11,28,2.0,39.285714285714285,5.5
Saran Aslam,70,35,3.0,200.0,23.333333333333332
Sarawut Maliwan,8,27,2.0,29.629629629629626,4.0
Sarfaraj Patel,9,23,2.0,39.130434782608695,4.5
Sarfaraz Ali,329,249,17.0,132.1285140562249,19.352941176470587
Sarfraz Ahmed,452,358,18.0,126.25698324022345,25.11111111111111
Sarfraz Butt,21,20,1.0,105.0,21.0
Sargam Patel,1,2,1.0,50.0,1.0
Sasha Azmi,10,19,2.0,52.63157894736842,5.0
Sathya Narayanan,27,33,2.0,81.81818181818183,13.5
Saud Islam,253,239,7.0,105.85774058577407,36.142857142857146
Saud Munir,17,33,2.0,51.515151515151516,8.5
Saurabh Kumar,1,5,1.0,20.0,1.0
Sayed Monib,76,40,7.0,190.0,10.857142857142858
Sazib Bhuiyan,106,101,7.0,104.95049504950495,15.142857142857142
Sazzad Hosen,47,56,5.0,83.92857142857143,9.4
Sean Chan Boromey,1,9,2.0,11.11111111111111,0.5
Seetharam Guruvayoorappan,29,48,2.0,60.416666666666664,14.5
Sefu Athumani,1,6,0.0,16.666666666666664,1.0
Seika Sumi,58,75,7.0,77.33333333333333,8.285714285714286
Sejal Vinod,18,21,1.0,85.71428571428571,18.0
Selim Salau,581,520,22.0,111.73076923076923,26.40909090909091
Serdar Burak Emir,42,30,2.0,140.0,21.0
Seri Chang,8,25,1.0,32.0,8.0
Seungmin Song,0,6,1.0,0.0,0.0
Shadab Khan,504,354,26.0,142.3728813559322,19.384615384615383
Shadnan Khan,3,4,1.0,75.0,3.0
Shafali Verma,1299,1020,48.0,127.35294117647058,27.0625
Shafat Ali Syed,22,21,2.0,104.76190476190477,11.0
Shaffaa Saleem,0,2,1.0,0.0,0.0
Shafina Mahesh,303,477,18.0,63.52201257861635,16.833333333333332
Shafiq Sharif,146,114,7.0,128.0701754385965,20.857142857142858
Shafiul Islam,2,10,2.0,20.0,1.0
Shafiullah Zakhel,9,6,1.0,150.0,9.0
Shafraz Jaleel,0,1,1.0,0.0,0.0
Shagharai Sefat,0,1,1.0,0.0,0.0
Shah Abrar Hussain,225,233,9.0,96.56652360515021,25.0
Shah Faisal,6,9,1.0,66.66666666666666,6.0
Shahab Alam,0,1,0.0,0.0,0.0
Shahadat Hossain,27,37,3.0,72.97297297297297,9.0
Shahbaz Badar,66,74,4.0,89.1891891891892,16.5
Shaheen Shah Afridi,201,155,11.0,129.67741935483872,18.272727272727273
Shaheryar Butt,516,425,21.0,121.41176470588235,24.571428571428573
Shahid Afridi,784,549,45.0,142.80510018214935,17.42222222222222
Shahid Arshad,48,79,6.0,60.75949367088608,8.0
Shahid Mahmood,3,11,0.0,27.27272727272727,3.0
Shahid Wasif,131,123,6.0,106.5040650406504,21.833333333333332
Shahil Momin,176,200,7.0,88.0,25.142857142857142
Shahnawaz Dhani,16,6,1.0,266.66666666666663,16.0
Shahnawaz Patel,79,79,4.0,100.0,19.75
Shahreeennawab,188,264,7.0,71.21212121212122,26.857142857142858
Shahzaib Hasan,62,80,8.0,77.5,7.75
Shahzaib Jamil,168,135,6.0,124.44444444444444,28.0
Shahzeb Choudhry,0,5,1.0,0.0,0.0
Shaik Basha,14,24,2.0,58.333333333333336,7.0
Shaila Sharmin,14,27,3.0,51.85185185185185,4.666666666666667
Shaiman Anwar,513,398,13.0,128.89447236180905,39.46153846153846
Shakeel Ahmed,99,97,7.0,102.06185567010309,14.142857142857142
Shakeel Zeb,13,10,1.0,130.0,13.0
Shakerullah Safi,0,1,0.0,0.0,0.0
Shakib Al Hasan,1350,1101,52.0,122.61580381471389,25.96153846153846
Shamim Hossain,371,313,16.0,118.53035143769968,23.1875
Shamima Sultana,307,350,19.0,87.71428571428571,16.157894736842106
Shamma Ali,0,2,1.0,0.0,0.0
Shamsullah Ehsan,48,54,2.0,88.88888888888889,24.0
Shamsur Rahman,3,7,3.0,42.857142857142854,1.0
Shan Masood,172,153,8.0,112.41830065359477,21.5
Shantanu Kaveri,129,145,6.0,88.96551724137932,21.5
Shanzeen Shahzad,396,517,29.0,76.59574468085107,13.655172413793103
Shaof Hassan,54,51,4.0,105.88235294117648,13.5
Shariq Munir,26,25,3.0,104.0,8.666666666666666
Shariz Ahmad,34,42,4.0,80.95238095238095,8.5
Sharjeel Khan,100,99,8.0,101.01010101010101,12.5
Sharmin Akhter,158,210,7.0,75.23809523809524,22.571428571428573
Sharveen Surendran,23,26,1.0,88.46153846153845,23.0
Shashikant Laxman,49,63,8.0,77.77777777777779,6.125
Shawaal Zulfiqar,74,91,5.0,81.31868131868131,14.8
Shayan Jahangir,103,79,5.0,130.37974683544306,20.6
Shehzad Patel,35,42,4.0,83.33333333333334,8.75
Sheikh Rasik,130,87,4.0,149.42528735632183,32.5
Shenjian Zheng,21,13,1.0,161.53846153846155,21.0
Sher Sahak,285,203,16.0,140.39408866995075,17.8125
Sheraz Sheikh,164,170,13.0,96.47058823529412,12.615384615384615
Sheraz Sirwari,31,15,2.0,206.66666666666669,15.5
Sherul Mehta,60,97,3.0,61.855670103092784,20.0
Shiraz Khan,196,191,9.0,102.61780104712042,21.77777777777778
Shivam Sharma,24,13,2.0,184.6153846153846,12.0
Shivani Sati,1,1,0.0,100.0,1.0
Shoaib Akhtar,16,13,2.0,123.07692307692308,8.0
Shoaib Khan,148,174,15.0,85.0574712643678,9.866666666666667
Shoaib Khan jnr,0,8,1.0,0.0,0.0
Shoaib Malik,1321,982,45.0,134.5213849287169,29.355555555555554
Shoaib Rafiq,53,46,4.0,115.21739130434783,13.25
Shohely Akhter,6,9,2.0,66.66666666666666,3.0
Shorifa Khatun,7,18,2.0,38.88888888888889,3.5
Shoriful Islam,26,25,6.0,104.0,4.333333333333333
Shorna Akter,174,188,9.0,92.5531914893617,19.333333333333332
Shruti Yadav,1,7,2.0,14.285714285714285,0.5
Shubman Gill,516,377,17.0,136.87002652519894,30.352941176470587
Shukhtara Rahman,16,19,0.0,84.21052631578947,16.0
Shunan Ali,3,4,0.0,75.0,3.0
Shuvagata Hom,13,10,1.0,130.0,13.0
Sidhant Singh,166,133,6.0,124.81203007518798,27.666666666666668
Sidra Ameen,414,517,26.0,80.07736943907156,15.923076923076923
Sidra Nawaz,30,34,5.0,88.23529411764706,6.0
Sikandar Raza,1618,1175,58.0,137.70212765957444,27.896551724137932
Sikander Zulfiqar,38,40,6.0,95.0,6.333333333333333
Sikder Billah,51,38,3.0,134.21052631578948,17.0
Simandeep Singh,28,29,2.0,96.55172413793103,14.0
Simi Singh,72,81,12.0,88.88888888888889,6.0
Simon Shalders,21,37,2.0,56.75675675675676,10.5
Simrah Mirza,1,22,4.0,4.545454545454546,0.25
Sinae Kim,0,2,1.0,0.0,0.0
Sinan Khan,15,15,3.0,100.0,5.0
Siow Tzin Yee,405,427,14.0,94.84777517564403,28.928571428571427
Sirajullah Khadim,50,56,5.0,89.28571428571429,10.0
Sivakumar,2,6,0.0,33.33333333333333,2.0
Smruthi Radhakrishnan,2,7,0.0,28.57142857142857,2.0
Sneha Shankar,8,15,1.0,53.333333333333336,8.0
Snigdha Paul,34,59,4.0,57.6271186440678,8.5
Sobu George,53,42,2.0,126.19047619047619,26.5
Sohag Gazi,8,7,1.0,114.28571428571428,8.0
Sohaib Maqsood,144,129,12.0,111.62790697674419,12.0
Sohail Ahmad,44,42,5.0,104.76190476190477,8.8
Sohail Ahmed,870,675,23.0,128.88888888888889,37.82608695652174
Sohail Khan,1,1,0.0,100.0,1.0
Sohail Tanvir,56,52,8.0,107.6923076923077,7.0
Sohel Ebrahim Desai,6,10,3.0,60.0,2.0
Sohel Patel,81,82,4.0,98.78048780487805,20.25
Sojib Miah,9,9,1.0,100.0,9.0
Sok Srey Maov,0,17,0.0,0.0,0.0
Sompal Kami,209,201,17.0,103.98009950248756,12.294117647058824
Sonam,24,89,6.0,26.96629213483146,4.0
Song Yangyang,3,7,0.0,42.857142857142854,3.0
Soniya Dabir,24,21,2.0,114.28571428571428,12.0
Soumya Sarkar,612,535,36.0,114.39252336448598,17.0
Soung Seav,0,1,1.0,0.0,0.0
Soyeb Pendi,22,16,1.0,137.5,22.0
Su Jin Kim,3,14,1.0,21.428571428571427,3.0
Suabika Manivannan,1,1,0.0,100.0,1.0
Sufiyan Muqeem,13,13,3.0,100.0,4.333333333333333
Sufyan Mehmood,26,32,2.0,81.25,13.0
Suhail Sattar,41,54,8.0,75.92592592592592,5.125
Sukhjinder Singh,1,4,0.0,25.0,1.0
Sukhkaran Sahi,1,3,1.0,33.33333333333333,1.0
Sulaiman Ali,69,80,5.0,86.25,13.8
Sulaimon Runsewe,961,912,45.0,105.37280701754386,21.355555555555554
Sultan Ahmed,69,76,11.0,90.78947368421053,6.2727272727272725
Sultana Khatun,11,18,3.0,61.111111111111114,3.6666666666666665
Sumaiya Siddiqi,5,4,1.0,125.0,5.0
Suman Ghimire,199,187,5.0,106.41711229946524,39.8
Sumayya Abdul,0,12,3.0,0.0,0.0
Sun Meng Yao,78,124,3.0,62.903225806451616,26.0
Suraj Kumar,38,31,4.0,122.58064516129032,9.5
Surya Anand,273,258,8.0,105.8139534883721,34.125
Suzan Turan,57,65,4.0,87.6923076923077,14.25
Swann Htet Ko Ko,31,51,7.0,60.78431372549019,4.428571428571429
Sweeta Corda,54,77,4.0,70.12987012987013,13.5
Syazrul Idrus,38,25,5.0,152.0,7.6
Syed Ali Gillani,3,3,0.0,100.0,3.0
Syed Amanullah,11,14,0.0,78.57142857142857,11.0
Syed Aqeel Israr,13,9,1.0,144.44444444444443,13.0
Syed Aziz,1412,1085,59.0,130.13824884792626,23.93220338983051
Syed Faizan Tahir,10,15,3.0,66.66666666666666,3.3333333333333335
Syed Haider,87,71,4.0,122.53521126760563,21.75
Syed Maisam Ali,31,25,1.0,124.0,31.0
Syed Naqvi,4,9,0.0,44.44444444444444,4.0
Syed Rasel,7,9,2.0,77.77777777777779,3.5
Syed Rehmatullah,1,2,0.0,50.0,1.0
Syeda Aroob Shah,18,25,2.0,72.0,9.0
Sylvia Usabyimana,6,10,2.0,60.0,3.0
T Abdulquadri,0,2,1.0,0.0,0.0
T Amarmend,1,31,4.0,3.225806451612903,0.25
T Araliya,14,28,2.0,50.0,7.0
T Ariuntsetseg,18,62,5.0,29.03225806451613,3.6
T Banton,186,131,10.0,141.98473282442748,18.6
T Basile,21,30,3.0,70.0,7.0
T Batjargal,1,4,1.0,25.0,1.0
T Bavuma,397,306,19.0,129.73856209150327,20.894736842105264
T Bharaj,379,326,19.0,116.25766871165644,19.94736842105263
T Bhatia,91,117,11.0,77.77777777777779,8.272727272727273
T Brits,1046,944,30.0,110.80508474576271,34.86666666666667
T Brown,3,6,1.0,50.0,3.0
T Chabila,0,1,1.0,0.0,0.0
T Cheki,0,1,1.0,0.0,0.0
T Chetty,184,261,20.0,70.49808429118774,9.2
T Chopra,6,14,0.0,42.857142857142854,6.0
T Cross,5,11,1.0,45.45454545454545,5.0
T De Silva,5,27,3.0,18.51851851851852,1.6666666666666667
T Dissanayake,38,41,2.0,92.6829268292683,19.0
T Dlamini,0,21,2.0,0.0,0.0
T Elikana,2,6,0.0,33.33333333333333,2.0
T Filer,12,17,3.0,70.58823529411765,4.0
T Gedarage,16,63,3.0,25.396825396825395,5.333333333333333
T Granger,17,14,0.0,121.42857142857142,17.0
T Gwandu,1,2,0.0,50.0,1.0
T Henderson,0,2,1.0,0.0,0.0
T Hewa,0,1,1.0,0.0,0.0
T Hinds,5,4,0.0,125.0,5.0
T Holder,1,16,2.0,6.25,0.5
T Horpinitch,9,17,1.0,52.94117647058824,9.0
T Iosefo,39,48,6.0,81.25,6.5
T Jamtsho,261,245,17.0,106.53061224489795,15.352941176470589
T Kahamker,2,4,0.0,50.0,2.0
T Kaisala,52,66,3.0,78.78787878787878,17.333333333333332
T Kale,12,30,3.0,40.0,4.0
T Khabo,16,75,4.0,21.333333333333336,4.0
T Kobeli,12,50,4.0,24.0,3.0
T Kolcunova,68,126,7.0,53.96825396825397,9.714285714285714
T Koloi,1,2,1.0,50.0,1.0
T Konate,0,7,2.0,0.0,0.0
T Lafai,35,55,3.0,63.63636363636363,11.666666666666666
T Legaabile,51,100,5.0,51.0,10.2
T Leskinen,1,1,0.0,100.0,1.0
T Luka,70,142,7.0,49.29577464788733,10.0
T Lungameni,4,7,1.0,57.14285714285714,4.0
T Maika,25,45,3.0,55.55555555555556,8.333333333333334
T Makaya,4,6,1.0,66.66666666666666,4.0
T Malinga,1,9,1.0,11.11111111111111,1.0
T Manders,598,464,13.0,128.8793103448276,46.0
T Martic,10,21,1.0,47.61904761904761,10.0
T Martin,62,37,3.0,167.56756756756758,20.666666666666668
T Maruma,18,22,1.0,81.81818181818183,18.0
T Marumani,656,524,30.0,125.1908396946565,21.866666666666667
T Mato,1,3,0.0,33.33333333333333,1.0
T Mishra,147,165,8.0,89.0909090909091,18.375
T Misi,1,1,1.0,100.0,1.0
T Modise,38,94,6.0,40.42553191489361,6.333333333333333
T Moitoi,0,3,1.0,0.0,0.0
T Motlhabaphuti,17,48,1.0,35.41666666666667,17.0
T Mpandakwaya,13,30,2.0,43.333333333333336,6.5
T Mulepati,33,125,4.0,26.400000000000002,8.25
T Munyonga,138,138,14.0,100.0,9.857142857142858
T Musekiwa,192,125,10.0,153.6,19.2
T Muzarabani,0,2,0.0,0.0,0.0
T Nightingale,216,168,13.0,128.57142857142858,16.615384615384617
T Panyangara,4,5,1.0,80.0,4.0
T Parima,18,36,3.0,50.0,6.0
T Parisi-mesimeri,5,18,0.0,27.77777777777778,5.0
T Perera,181,191,10.0,94.76439790575915,18.1
T Phaswana,0,3,1.0,0.0,0.0
T Putthawong,113,158,8.0,71.51898734177216,14.125
T Rajiv,1,5,1.0,20.0,1.0
T Ramabitsa,15,26,3.0,57.692307692307686,5.0
T Ramautar,4,15,2.0,26.666666666666668,2.0
T Ritawa,1,2,1.0,50.0,1.0
T Rodriguez,4,20,4.0,20.0,1.0
T Rossi,103,107,8.0,96.26168224299066,12.875
T Ruma,335,412,13.0,81.31067961165049,25.76923076923077
T Sandaruwan,4,8,2.0,50.0,2.0
T Sandeep,59,77,3.0,76.62337662337663,19.666666666666668
T Sarada,1,5,1.0,20.0,1.0
T Shabani,3,2,1.0,150.0,3.0
T Shadrack,238,451,14.0,52.77161862527716,17.0
T Shamsi,0,6,2.0,0.0,0.0
T Singye,6,6,1.0,100.0,6.0
T Skordili,1,5,1.0,20.0,1.0
T Smith,89,96,5.0,92.70833333333334,17.8
T Stubbs,382,266,14.0,143.60902255639098,27.285714285714285
T Sumiya,0,10,1.0,0.0,0.0
T Suri,151,123,4.0,122.76422764227641,37.75
T Taibu,97,93,4.0,104.3010752688172,24.25
T Takada,18,16,1.0,112.5,18.0
T Taylor,65,75,7.0,86.66666666666667,9.285714285714286
T Thorpe,11,18,2.0,61.111111111111114,5.5
T Thushara,1,2,1.0,50.0,1.0
T Trajkovic,39,64,3.0,60.9375,13.0
T Tshose,149,121,14.0,123.14049586776858,10.642857142857142
T Tumursukh,0,5,2.0,0.0,0.0
T Turan,0,5,1.0,0.0,0.0
T Vanuarua,8,6,1.0,133.33333333333331,8.0
T Wangchuk,53,74,14.0,71.62162162162163,3.7857142857142856
T Whiteman,40,39,3.0,102.56410256410255,13.333333333333334
T Wigradianti,3,6,1.0,50.0,3.0
T Wuatai,1,1,0.0,100.0,1.0
T Yangchen,3,11,1.0,27.27272727272727,3.0
T Yotharat,6,20,0.0,30.0,6.0
T Zangmo,179,277,12.0,64.62093862815884,14.916666666666666
T Zotos,1,2,0.0,50.0,1.0
T de Zorzi,40,28,2.0,142.85714285714286,20.0
T van der Gugten,101,74,4.0,136.48648648648648,25.25
TA Blundell,78,80,4.0,97.5,19.5
TA Boult,3,3,0.0,100.0,3.0
TA Lavia,23,39,2.0,58.97435897435898,11.5
TAM Siriwardana,74,67,7.0,110.44776119402985,10.571428571428571
TAW Patterson,16,20,1.0,80.0,16.0
TB Pawde,59,76,2.0,77.63157894736842,29.5
TB Robinson,378,294,13.0,128.57142857142858,29.076923076923077
TB Sole,44,27,2.0,162.96296296296296,22.0
TB de Bruyn,26,16,2.0,162.5,13.0
TC Barker,425,348,14.0,122.12643678160919,30.357142857142858
TC Bruce,113,85,5.0,132.94117647058823,22.6
TC Mataora,106,129,4.0,82.17054263565892,26.5
TCR Kimber,4,11,2.0,36.36363636363637,2.0
TCW Veillard,3,5,0.0,60.0,3.0
TD Chaoana,12,22,2.0,54.54545454545454,6.0
TD Paine,46,34,3.0,135.29411764705884,15.333333333333334
TD Smartt,20,23,1.0,86.95652173913044,20.0
TE Britton,60,210,12.0,28.57142857142857,5.0
TE Kane,37,31,2.0,119.35483870967742,18.5
TG Gordon,28,34,2.0,82.35294117647058,14.0
TG Norris,15,24,2.0,62.5,7.5
TG Southee,126,97,12.0,129.89690721649484,10.5
TG Thamae,2,8,2.0,25.0,1.0
TGJ Gruijters,37,36,1.0,102.77777777777777,37.0
TH David,978,588,21.0,166.32653061224488,46.57142857142857
TH Semau,9,23,5.0,39.130434782608695,1.8
TH Tector,87,54,3.0,161.11111111111111,29.0
TI Gajanayake,254,335,10.0,75.82089552238806,25.4
TJ Mahe,0,2,1.0,0.0,0.0
TJ Murtagh,12,8,0.0,150.0,12.0
TJ Ramphoma,5,8,1.0,62.5,5.0
TJ Stephenson,7,5,0.0,140.0,7.0
TJE Chiracheque,13,32,2.0,40.625,6.5
TJG Pringle,24,29,4.0,82.75862068965517,6.0
TJP Weo,3,12,1.0,25.0,3.0
TK Curran,24,24,3.0,100.0,8.0
TK Joseph,90,93,8.0,96.7741935483871,11.25
TK Lal,3,2,1.0,150.0,3.0
TK Musakanda,64,55,5.0,116.36363636363636,12.8
TK Patel,14,15,0.0,93.33333333333333,14.0
TKP Rajapaksha,67,89,5.0,75.28089887640449,13.4
TL Chatara,13,26,0.0,50.0,13.0
TL Cutler,38,32,1.0,118.75,38.0
TL Seifert,861,609,35.0,141.3793103448276,24.6
TLW Cooper,377,279,12.0,135.12544802867384,31.416666666666668
TM Dilshan,1082,929,40.0,116.46932185145317,27.05
TM Dowlin,31,33,1.0,93.93939393939394,31.0
TM Faimalo,6,32,1.0,18.75,6.0
TM Head,397,249,18.0,159.43775100401606,22.055555555555557
TM Macalou,27,103,5.0,26.21359223300971,5.4
TM McGrath,637,503,17.0,126.64015904572565,37.470588235294116
TM Odoyo,55,64,5.0,85.9375,11.0
TMA Leslie,17,40,5.0,42.5,3.4
TMM Newton,3,14,3.0,21.428571428571427,1.0
TN de Grooth,52,55,2.0,94.54545454545455,26.0
TNM Soleh,9,24,1.0,37.5,9.0
TO Thilappan,1,5,1.0,20.0,1.0
TP Allen,18,13,1.0,138.46153846153845,18.0
TP Ura,594,413,21.0,143.82566585956417,28.285714285714285
TP Visee,300,216,15.0,138.88888888888889,20.0
TR Birt,31,34,3.0,91.17647058823529,10.333333333333334
TR Sadhu,3,12,1.0,25.0,3.0
TRR Sharfudheen,3,25,1.0,12.0,3.0
TS Braat,5,4,1.0,125.0,5.0
TS Chisoro,24,26,0.0,92.3076923076923,24.0
TS Cordes,0,12,1.0,0.0,0.0
TS Erichsen,57,77,3.0,74.02597402597402,19.0
TS Fray,405,444,19.0,91.21621621621621,21.31578947368421
TS Kamunhukamwe,154,149,9.0,103.35570469798658,17.11111111111111
TS Mills,0,2,1.0,0.0,0.0
TS Omary,18,28,5.0,64.28571428571429,3.6
TS Sekhukhune,8,18,2.0,44.44444444444444,4.0
TS Shwe,4,16,1.0,25.0,4.0
TS Waqavakatoga,23,22,2.0,104.54545454545455,11.5
TSS Mackintosh,16,14,1.0,114.28571428571428,16.0
TT Aung,121,207,11.0,58.454106280193244,11.0
TT Beaumont,1211,1065,47.0,113.70892018779341,25.76595744680851
TT Bresnan,64,55,6.0,116.36363636363636,10.666666666666666
TT Maposa,26,27,1.0,96.29629629629629,26.0
TT Soe,140,172,14.0,81.3953488372093,10.0
TV Valivarthi,12,10,1.0,120.0,12.0
TW Hamid,12,7,0.0,171.42857142857142,12.0
TW Samuels,23,33,2.0,69.6969696969697,11.5
TWM Latham,258,245,11.0,105.3061224489796,23.454545454545453
Tafseer Ali,9,12,0.0,75.0,9.0
Taher Muhammad,39,68,5.0,57.35294117647059,7.8
Taj Nehar,11,16,2.0,68.75,5.5
Talha Khan,178,176,9.0,101.13636363636364,19.77777777777778
Tamim Iqbal,849,719,27.0,118.08066759388038,31.444444444444443
Tamoor Sajjad,23,24,1.0,95.83333333333334,23.0
Tanveer Ahmed,7,10,0.0,70.0,7.0
Tanvir Islam,12,17,1.0,70.58823529411765,12.0
Tanwir Afzal,43,52,5.0,82.6923076923077,8.6
Tanzeel Sheikh,71,54,5.0,131.4814814814815,14.2
Tanzid Hasan,388,315,17.0,123.17460317460318,22.823529411764707
Tanzim Hasan Sakib,67,65,5.0,103.07692307692307,13.4
Taranjeet Singh,733,507,21.0,144.5759368836292,34.904761904761905
Taranjit Singh,167,74,6.0,225.67567567567565,27.833333333333332
Tariq Aziz,0,1,1.0,0.0,0.0
Tarun Sharma,94,88,5.0,106.81818181818181,18.8
Tarun Yadav,14,11,2.0,127.27272727272727,7.0
Tasaduq Hussain,2,4,1.0,50.0,2.0
Tashi Dorji,62,29,4.0,213.79310344827584,15.5
Tashi Phuntsho,74,106,2.0,69.81132075471697,37.0
Tashiba Mirza,5,11,0.0,45.45454545454545,5.0
Taskin Ahmed,90,99,8.0,90.9090909090909,11.25
Tauqeer Hussain,3,3,0.0,100.0,3.0
Tayyab Tahir,66,46,2.0,143.47826086956522,33.0
Tazia Akhter,3,12,2.0,25.0,1.5
Tejwinder Singh,61,29,5.0,210.3448275862069,12.2
Tenjin Rabgey,399,413,16.0,96.61016949152543,24.9375
Tenzin Wangchuk jnr,0,3,1.0,0.0,0.0
Thae Thae Po,48,64,2.0,75.0,24.0
Theertha Satish,1329,1232,35.0,107.87337662337661,37.97142857142857
Thuya Aung,193,354,17.0,54.51977401129944,11.352941176470589
Tian Sen Qun,8,30,3.0,26.666666666666668,2.6666666666666665
Tilak Varma,639,443,16.0,144.24379232505643,39.9375
Toqeer Ahmad,1,1,1.0,100.0,1.0
Towhid Hridoy,411,345,22.0,119.1304347826087,18.681818181818183
Tripti Gore,0,3,1.0,0.0,0.0
Tshering Choden,0,3,1.0,0.0,0.0
Tshering Tashi,29,43,4.0,67.44186046511628,7.25
Tuba Hassan,48,57,5.0,84.21052631578947,9.6
U Anujin,0,1,0.0,0.0,0.0
U Aryaman Sunil,99,78,9.0,126.92307692307692,11.0
U Bayarjavkhlan,15,62,3.0,24.193548387096776,5.0
U Bhagwan,1,1,0.0,100.0,1.0
U Bhatti,19,14,2.0,135.71428571428572,9.5
U Chetry,37,41,4.0,90.2439024390244,9.25
U Dorji,8,6,2.0,133.33333333333331,4.0
U Iftikhar,7,6,1.0,116.66666666666667,7.0
U Peace,23,34,4.0,67.64705882352942,5.75
U Raymond-Hoey,4,5,2.0,80.0,2.0
U Shahid,1,4,1.0,25.0,1.0
U Shantu,8,6,1.0,133.33333333333331,8.0
U Sofi,8,6,1.0,133.33333333333331,8.0
U Thimashini,38,44,4.0,86.36363636363636,9.5
UCKA Dona,81,113,8.0,71.68141592920354,10.125
UNGB Thenannahelage,7,9,0.0,77.77777777777779,7.0
US Hathinjar,165,212,13.0,77.83018867924528,12.692307692307692
UT Khawaja,106,72,5.0,147.22222222222223,21.2
UT Yadav,2,5,1.0,40.0,2.0
Ubaid Minhas,12,9,0.0,133.33333333333331,12.0
Ugyen Dorji,0,5,1.0,0.0,0.0
Umaima Sohail,271,335,21.0,80.8955223880597,12.904761904761905
Umair Ali,21,17,2.0,123.52941176470588,10.5
Umair Qasim,61,65,9.0,93.84615384615384,6.777777777777778
Umair Sharif,2,2,1.0,100.0,2.0
Umair Tariq,84,93,8.0,90.32258064516128,10.5
Umar Adam,292,234,19.0,124.78632478632478,15.368421052631579
Umar Akmal,1076,819,32.0,131.37973137973137,33.625
Umar Amin,87,81,6.0,107.40740740740742,14.5
Umar Gul,77,83,7.0,92.7710843373494,11.0
Umar Nawaz,85,78,2.0,108.97435897435896,42.5
Umer Imtiaz,249,249,19.0,100.0,13.105263157894736
Umm-e-Hani,12,23,3.0,52.17391304347826,4.0
Usama Mir,1,1,0.0,100.0,1.0
Usman Arif,119,70,8.0,170.0,14.875
Usman Khalid,166,176,9.0,94.31818181818183,18.444444444444443
Usman Khan,481,408,22.0,117.8921568627451,21.863636363636363
Usman Mushtaq,13,25,1.0,52.0,13.0
Usman Najeeb,126,87,9.0,144.82758620689654,14.0
Usman Patel,374,295,20.0,126.77966101694915,18.7
Usman Qadir,31,25,2.0,124.0,15.5
Usman Waheed,28,19,1.0,147.36842105263156,28.0
Usrah Umar Farooq,0,4,1.0,0.0,0.0
Uswa Syed,39,64,3.0,60.9375,13.0
